enrollment_id,provider_id,payer_id,enrollment_type,credentialing_status,claims_enrollment_status,era_enrollment_status,clearinghouse_portal_updated,clearinghouse_configuration_status,credentialed_npi,enrolled_npi,npi_match_status,blocker_reason,submitted_date,approved_date,current_status,action_required_flag,claims_ready_flag,era_ready_flag
ENR014004,PRV014,PYR004,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000014,2000000014,"NPI Match","Wrong payer ID",2026-05-23,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR014005,PRV014,PYR005,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000014,2000000014,"NPI Match","Wrong payer ID",2026-01-04,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR014006,PRV014,PYR006,ERA,Completed,"Not Required",Approved,No,Pending,2000000014,2000000014,"NPI Match","Clearinghouse portal not updated",2026-01-15,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR014007,PRV014,PYR007,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000014,2000000014,"NPI Match","Wrong payer ID",2026-01-26,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR014008,PRV014,PYR008,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000014,1000000014,"NPI Mismatch","Individual NPI used instead of group NPI",2026-02-06,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR014009,PRV014,PYR009,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000014,2000000014,"NPI Match","Wrong payer ID",2026-02-17,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR014010,PRV014,PYR010,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000014,2000000014,"NPI Match","Wrong payer ID",2026-02-28,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR015001,PRV015,PYR001,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000015,2000000015,"NPI Match","No blocker",2026-04-27,2026-05-11,Ready,No,Ready,Ready
ENR015002,PRV015,PYR002,"Claims and ERA","In Progress","Not Started","Not Started",No,"Not Started",2000000015,2000000015,"NPI Match","Credentialing not completed",2026-05-08,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR015003,PRV015,PYR003,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000015,2000000015,"NPI Match","Missing payer approval",2026-05-19,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR015004,PRV015,PYR004,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000015,2000000015,"NPI Match","No blocker",2026-05-30,2026-06-16,Ready,No,Ready,Ready
ENR015005,PRV015,PYR005,ERA,Completed,"Not Required",Approved,No,Pending,2000000015,2000000015,"NPI Match","Clearinghouse portal not updated",2026-01-11,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR015006,PRV015,PYR006,Claims,Completed,Approved,"Not Required",Yes,Completed,2000000015,2000000015,"NPI Match","No blocker",2026-01-22,2026-01-31,Ready,No,Ready,"Not Applicable"
ENR015007,PRV015,PYR007,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000015,1000000015,"NPI Mismatch","Individual NPI used instead of group NPI",2026-02-02,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR015008,PRV015,PYR008,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000015,2000000015,"NPI Match","No blocker",2026-02-13,2026-02-24,Ready,No,Ready,Ready
ENR015009,PRV015,PYR009,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000015,2000000015,"NPI Match","Missing payer approval",2026-02-24,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR015010,PRV015,PYR010,ERA,Completed,"Not Required",Approved,No,Pending,2000000015,2000000015,"NPI Match","Clearinghouse portal not updated",2026-03-07,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR016001,PRV016,PYR001,"Claims and ERA","In Progress","Not Started","Not Started",No,"Not Started",2000000016,2000000016,"NPI Match","Credentialing not completed",2026-05-04,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR016002,PRV016,PYR002,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000016,2000000016,"NPI Match","Incorrect PTAN/provider number",2026-05-15,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR016003,PRV016,PYR003,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000016,2000000016,"NPI Match","No blocker",2026-05-26,2026-06-12,Ready,No,Ready,Ready
ENR016004,PRV016,PYR004,ERA,Completed,"Not Required",Approved,No,Pending,2000000016,2000000016,"NPI Match","Clearinghouse portal not updated",2026-01-07,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR016005,PRV016,PYR005,Claims,Completed,Approved,"Not Required",Yes,Completed,2000000016,2000000016,"NPI Match","No blocker",2026-01-18,2026-01-27,Ready,No,Ready,"Not Applicable"
ENR016006,PRV016,PYR006,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000016,1000000016,"NPI Mismatch","Individual NPI used instead of group NPI",2026-01-29,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR016007,PRV016,PYR007,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000016,2000000016,"NPI Match","Wrong payer ID",2026-02-09,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR016008,PRV016,PYR008,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000016,2000000016,"NPI Match","Medicaid additional enrollment missing",2026-02-20,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR016009,PRV016,PYR009,ERA,Completed,"Not Required",Approved,No,Pending,2000000016,2000000016,"NPI Match","Clearinghouse portal not updated",2026-03-03,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR016010,PRV016,PYR010,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000016,2000000016,"NPI Match","No blocker",2026-03-14,2026-03-28,Ready,No,Ready,Ready
ENR017001,PRV017,PYR001,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000017,2000000017,"NPI Match","Incorrect PTAN/provider number",2026-05-11,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR017002,PRV017,PYR002,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000017,2000000017,"NPI Match","No blocker",2026-05-22,2026-06-08,Ready,No,Ready,Ready
ENR017003,PRV017,PYR003,ERA,Completed,"Not Required",Approved,No,Pending,2000000017,2000000017,"NPI Match","Clearinghouse portal not updated",2026-01-03,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR017004,PRV017,PYR004,Claims,Completed,Approved,"Not Required",Yes,Completed,2000000017,2000000017,"NPI Match","No blocker",2026-01-14,2026-01-23,Ready,No,Ready,"Not Applicable"
ENR017005,PRV017,PYR005,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000017,1000000017,"NPI Mismatch","Individual NPI used instead of group NPI",2026-01-25,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR017006,PRV017,PYR006,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000017,2000000017,"NPI Match","No blocker",2026-02-05,2026-02-16,Ready,No,Ready,Ready
ENR017007,PRV017,PYR007,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000017,2000000017,"NPI Match","Wrong payer ID",2026-02-16,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR017008,PRV017,PYR008,ERA,Completed,"Not Required",Approved,No,Pending,2000000017,2000000017,"NPI Match","Clearinghouse portal not updated",2026-02-27,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR017009,PRV017,PYR009,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000017,2000000017,"NPI Match","No blocker",2026-03-10,2026-03-24,Ready,No,Ready,Ready
ENR017010,PRV017,PYR010,Claims,Completed,Approved,"Not Required",Yes,Completed,2000000017,2000000017,"NPI Match","No blocker",2026-03-21,2026-04-05,Ready,No,Ready,"Not Applicable"
ENR018001,PRV018,PYR001,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000018,2000000018,"NPI Match","No blocker",2026-05-18,2026-06-04,Ready,No,Ready,Ready
ENR018002,PRV018,PYR002,ERA,Completed,"Not Required",Approved,No,Pending,2000000018,2000000018,"NPI Match","Clearinghouse portal not updated",2026-05-29,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR018003,PRV018,PYR003,Claims,Completed,Approved,"Not Required",Yes,Completed,2000000018,2000000018,"NPI Match","No blocker",2026-01-10,2026-01-19,Ready,No,Ready,"Not Applicable"
ENR018004,PRV018,PYR004,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000018,1000000018,"NPI Mismatch","Individual NPI used instead of group NPI",2026-01-21,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR018005,PRV018,PYR005,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000018,2000000018,"NPI Match","No blocker",2026-02-01,2026-02-12,Ready,No,Ready,Ready
ENR018006,PRV018,PYR006,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000018,2000000018,"NPI Match","Missing payer approval",2026-02-12,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR018007,PRV018,PYR007,ERA,Completed,"Not Required",Approved,No,Pending,2000000018,2000000018,"NPI Match","Clearinghouse portal not updated",2026-02-23,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR018008,PRV018,PYR008,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000018,2000000018,"NPI Match","No blocker",2026-03-06,2026-03-20,Ready,No,Ready,Ready
ENR018009,PRV018,PYR009,Claims,Completed,Approved,"Not Required",Yes,Completed,2000000018,2000000018,"NPI Match","No blocker",2026-03-17,2026-04-01,Ready,No,Ready,"Not Applicable"
ENR018010,PRV018,PYR010,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000018,2000000018,"NPI Match","No blocker",2026-03-28,2026-04-13,Ready,No,Ready,Ready
ENR019001,PRV019,PYR001,ERA,Completed,"Not Required",Approved,No,Pending,2000000019,2000000019,"NPI Match","Clearinghouse portal not updated",2026-05-25,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR019002,PRV019,PYR002,Claims,Completed,Approved,"Not Required",Yes,Completed,2000000019,2000000019,"NPI Match","No blocker",2026-01-06,2026-01-15,Ready,No,Ready,"Not Applicable"
ENR019003,PRV019,PYR003,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000019,1000000019,"NPI Mismatch","Individual NPI used instead of group NPI",2026-01-17,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR019004,PRV019,PYR004,"Claims and ERA",Completed,Approved,Pending,Yes,"In Progress",2000000019,2000000019,"NPI Match","ERA setup not completed",2026-01-28,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR019005,PRV019,PYR005,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000019,2000000019,"NPI Match","Missing payer approval",2026-02-08,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR019006,PRV019,PYR006,ERA,Completed,"Not Required",Approved,No,Pending,2000000019,2000000019,"NPI Match","Clearinghouse portal not updated",2026-02-19,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR019007,PRV019,PYR007,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000019,2000000019,"NPI Match","Wrong payer ID",2026-03-02,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR019008,PRV019,PYR008,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000019,2000000019,"NPI Match","Incorrect PTAN/provider number",2026-03-13,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR019009,PRV019,PYR009,"Claims and ERA",Completed,Approved,Pending,Yes,"In Progress",2000000019,2000000019,"NPI Match","ERA setup not completed",2026-03-24,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR019010,PRV019,PYR010,"Claims and ERA",Completed,Approved,Pending,Yes,"In Progress",2000000019,2000000019,"NPI Match","ERA setup not completed",2026-04-04,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR020001,PRV020,PYR001,Claims,Completed,Approved,"Not Required",Yes,Completed,2000000020,2000000020,"NPI Match","No blocker",2026-01-02,2026-01-11,Ready,No,Ready,"Not Applicable"
ENR020002,PRV020,PYR002,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000020,1000000020,"NPI Mismatch","Individual NPI used instead of group NPI",2026-01-13,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR020003,PRV020,PYR003,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000020,2000000020,"NPI Match","No blocker",2026-01-24,2026-02-04,Ready,No,Ready,Ready
ENR020004,PRV020,PYR004,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000020,2000000020,"NPI Match","Missing payer approval",2026-02-04,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR020005,PRV020,PYR005,ERA,Completed,"Not Required",Approved,No,Pending,2000000020,2000000020,"NPI Match","Clearinghouse portal not updated",2026-02-15,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR020006,PRV020,PYR006,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000020,2000000020,"NPI Match","No blocker",2026-02-26,2026-03-12,Ready,No,Ready,Ready
ENR020007,PRV020,PYR007,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000020,2000000020,"NPI Match","Wrong payer ID",2026-03-09,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR020008,PRV020,PYR008,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000020,2000000020,"NPI Match","No blocker",2026-03-20,2026-04-05,Ready,No,Ready,Ready
ENR020009,PRV020,PYR009,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000020,2000000020,"NPI Match","No blocker",2026-03-31,2026-04-17,Ready,No,Ready,Ready
ENR020010,PRV020,PYR010,ERA,Completed,"Not Required",Approved,No,Pending,2000000020,2000000020,"NPI Match","Clearinghouse portal not updated",2026-04-11,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR021001,PRV021,PYR001,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000001,1000000021,"NPI Mismatch","Individual NPI used instead of group NPI",2026-01-09,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR021002,PRV021,PYR002,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000001,2000000001,"NPI Match","Wrong payer ID",2026-01-20,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR021003,PRV021,PYR003,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000001,2000000001,"NPI Match","Wrong payer ID",2026-01-31,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR021004,PRV021,PYR004,ERA,Completed,"Not Required",Approved,No,Pending,2000000001,2000000001,"NPI Match","Clearinghouse portal not updated",2026-02-11,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR021005,PRV021,PYR005,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000001,2000000001,"NPI Match","Wrong payer ID",2026-02-22,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR021006,PRV021,PYR006,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000001,2000000001,"NPI Match","Wrong payer ID",2026-03-05,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR021007,PRV021,PYR007,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000001,2000000001,"NPI Match","Wrong payer ID",2026-03-16,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR021008,PRV021,PYR008,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000001,2000000001,"NPI Match","Wrong payer ID",2026-03-27,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR021009,PRV021,PYR009,ERA,Completed,"Not Required",Approved,No,Pending,2000000001,2000000001,"NPI Match","Clearinghouse portal not updated",2026-04-07,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR021010,PRV021,PYR010,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000001,2000000001,"NPI Match","Wrong payer ID",2026-04-18,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR022001,PRV022,PYR001,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000002,2000000002,"NPI Match","No blocker",2026-01-16,2026-01-27,Ready,No,Ready,Ready
ENR022002,PRV022,PYR002,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000002,2000000002,"NPI Match","Missing payer approval",2026-01-27,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR022003,PRV022,PYR003,ERA,Completed,"Not Required",Approved,No,Pending,2000000002,2000000002,"NPI Match","Clearinghouse portal not updated",2026-02-07,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR022004,PRV022,PYR004,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000002,2000000002,"NPI Match","No blocker",2026-02-18,2026-03-04,Ready,No,Ready,Ready
ENR022005,PRV022,PYR005,Claims,Completed,Approved,"Not Required",Yes,Completed,2000000002,2000000002,"NPI Match","No blocker",2026-03-01,2026-03-16,Ready,No,Ready,"Not Applicable"
ENR022006,PRV022,PYR006,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000002,2000000002,"NPI Match","No blocker",2026-03-12,2026-03-28,Ready,No,Ready,Ready
ENR022007,PRV022,PYR007,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000002,2000000002,"NPI Match","Wrong payer ID",2026-03-23,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR022008,PRV022,PYR008,ERA,Completed,"Not Required",Approved,No,Pending,2000000002,2000000002,"NPI Match","Clearinghouse portal not updated",2026-04-03,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR022009,PRV022,PYR009,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000002,2000000002,"NPI Match","No blocker",2026-04-14,2026-04-23,Ready,No,Ready,Ready
ENR022010,PRV022,PYR010,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000002,2000000002,"NPI Match","No blocker",2026-04-25,2026-05-05,Ready,No,Ready,Ready
ENR023001,PRV023,PYR001,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000003,8000000003,"NPI Mismatch","Credentialed NPI mismatch",2026-01-23,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR023002,PRV023,PYR002,ERA,Completed,"Not Required",Rejected,Yes,"Issue Found",2000000003,8000000003,"NPI Mismatch","Credentialed NPI mismatch",2026-02-03,NULL,Blocked,Yes,"Not Applicable","Not Ready"
ENR023003,PRV023,PYR003,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000003,8000000003,"NPI Mismatch","Credentialed NPI mismatch",2026-02-14,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR023004,PRV023,PYR004,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000003,8000000003,"NPI Mismatch","Credentialed NPI mismatch",2026-02-25,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR023005,PRV023,PYR005,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000003,8000000003,"NPI Mismatch","Credentialed NPI mismatch",2026-03-08,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR023006,PRV023,PYR006,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000003,8000000003,"NPI Mismatch","Credentialed NPI mismatch",2026-03-19,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR023007,PRV023,PYR007,ERA,Completed,"Not Required",Rejected,Yes,"Issue Found",2000000003,8000000003,"NPI Mismatch","Credentialed NPI mismatch",2026-03-30,NULL,Blocked,Yes,"Not Applicable","Not Ready"
ENR023008,PRV023,PYR008,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000003,8000000003,"NPI Mismatch","Credentialed NPI mismatch",2026-04-10,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR023009,PRV023,PYR009,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000003,8000000003,"NPI Mismatch","Credentialed NPI mismatch",2026-04-21,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR023010,PRV023,PYR010,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000003,8000000003,"NPI Mismatch","Credentialed NPI mismatch",2026-05-02,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR024001,PRV024,PYR001,ERA,Completed,"Not Required",Approved,No,Pending,2000000004,2000000004,"NPI Match","Clearinghouse portal not updated",2026-01-30,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR024002,PRV024,PYR002,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000004,2000000004,"NPI Match","Medicaid additional enrollment missing",2026-02-10,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR024003,PRV024,PYR003,Claims,Completed,Approved,"Not Required",Yes,Completed,2000000004,2000000004,"NPI Match","No blocker",2026-02-21,2026-03-08,Ready,No,Ready,"Not Applicable"
ENR024004,PRV024,PYR004,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000004,2000000004,"NPI Match","No blocker",2026-03-04,2026-03-20,Ready,No,Ready,Ready
ENR024005,PRV024,PYR005,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000004,2000000004,"NPI Match","No blocker",2026-03-15,2026-04-01,Ready,No,Ready,Ready
ENR024006,PRV024,PYR006,ERA,Completed,"Not Required",Approved,No,Pending,2000000004,2000000004,"NPI Match","Clearinghouse portal not updated",2026-03-26,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR024007,PRV024,PYR007,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000004,2000000004,"NPI Match","Wrong payer ID",2026-04-06,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR024008,PRV024,PYR008,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000004,2000000004,"NPI Match","Medicaid additional enrollment missing",2026-04-17,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR024009,PRV024,PYR009,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000004,1000000024,"NPI Mismatch","Individual NPI used instead of group NPI",2026-04-28,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR024010,PRV024,PYR010,"Claims and ERA","In Progress","Not Started","Not Started",No,"Not Started",2000000004,2000000004,"NPI Match","Credentialing not completed",2026-05-09,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR025001,PRV025,PYR001,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000005,2000000005,"NPI Match","No blocker",2026-02-06,2026-02-20,Ready,No,Ready,Ready
ENR025002,PRV025,PYR002,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000005,2000000005,"NPI Match","Incorrect PTAN/provider number",2026-02-17,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR025003,PRV025,PYR003,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000005,2000000005,"NPI Match","No blocker",2026-02-28,2026-03-16,Ready,No,Ready,Ready
ENR025004,PRV025,PYR004,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000005,2000000005,"NPI Match","No blocker",2026-03-11,2026-03-28,Ready,No,Ready,Ready
ENR025005,PRV025,PYR005,ERA,Completed,"Not Required",Approved,No,Pending,2000000005,2000000005,"NPI Match","Clearinghouse portal not updated",2026-03-22,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR025006,PRV025,PYR006,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000005,2000000005,"NPI Match","No blocker",2026-04-02,2026-04-11,Ready,No,Ready,Ready
ENR025007,PRV025,PYR007,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000005,2000000005,"NPI Match","Wrong payer ID",2026-04-13,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR025008,PRV025,PYR008,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000005,1000000025,"NPI Mismatch","Individual NPI used instead of group NPI",2026-04-24,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR025009,PRV025,PYR009,"Claims and ERA","In Progress","Not Started","Not Started",No,"Not Started",2000000005,2000000005,"NPI Match","Credentialing not completed",2026-05-05,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR025010,PRV025,PYR010,ERA,Completed,"Not Required",Approved,No,Pending,2000000005,2000000005,"NPI Match","Clearinghouse portal not updated",2026-05-16,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR026001,PRV026,PYR001,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000006,2000000006,"NPI Match","Incorrect PTAN/provider number",2026-02-13,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR026002,PRV026,PYR002,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000006,2000000006,"NPI Match","No blocker",2026-02-24,2026-03-12,Ready,No,Ready,Ready
ENR026003,PRV026,PYR003,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000006,2000000006,"NPI Match","No blocker",2026-03-07,2026-03-24,Ready,No,Ready,Ready
ENR026004,PRV026,PYR004,ERA,Completed,"Not Required",Approved,No,Pending,2000000006,2000000006,"NPI Match","Clearinghouse portal not updated",2026-03-18,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR026005,PRV026,PYR005,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000006,2000000006,"NPI Match","No blocker",2026-03-29,2026-04-07,Ready,No,Ready,Ready
ENR026006,PRV026,PYR006,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000006,2000000006,"NPI Match","No blocker",2026-04-09,2026-04-19,Ready,No,Ready,Ready
ENR026007,PRV026,PYR007,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000006,1000000026,"NPI Mismatch","Individual NPI used instead of group NPI",2026-04-20,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR026008,PRV026,PYR008,"Claims and ERA","In Progress","Not Started","Not Started",No,"Not Started",2000000006,2000000006,"NPI Match","Credentialing not completed",2026-05-01,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR026009,PRV026,PYR009,ERA,Completed,"Not Required",Approved,No,Pending,2000000006,2000000006,"NPI Match","Clearinghouse portal not updated",2026-05-12,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR026010,PRV026,PYR010,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000006,2000000006,"NPI Match","Missing payer approval",2026-05-23,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR027001,PRV027,PYR001,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000007,2000000007,"NPI Match","No blocker",2026-02-20,2026-03-08,Ready,No,Ready,Ready
ENR027002,PRV027,PYR002,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000007,2000000007,"NPI Match","No blocker",2026-03-03,2026-03-20,Ready,No,Ready,Ready
ENR027003,PRV027,PYR003,ERA,Completed,"Not Required",Approved,No,Pending,2000000007,2000000007,"NPI Match","Clearinghouse portal not updated",2026-03-14,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR027004,PRV027,PYR004,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000007,2000000007,"NPI Match","No blocker",2026-03-25,2026-04-03,Ready,No,Ready,Ready
ENR027005,PRV027,PYR005,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000007,2000000007,"NPI Match","No blocker",2026-04-05,2026-04-15,Ready,No,Ready,Ready
